mastodon	twitter
@PlasmaNerd@fediscience.org	@PlasmaNerd
@SamWX@mastodon.social	@SAMT_WX
@etoilenoire@mstdn.party	@etoilenoire
@devinwxchase@mastodon.social	@devinwxchase
@Stormorknot@mastodon.world	@stormorknot
@ai6yr@ai6yr.org	@ai6yrham
@climatewmargs@mstdn.science	@climatewithmargs
@paulknightly@mstdn.social	@PaulKnightly
@Joeworster@mstdn.science	@JoeWorsterWX
@HenricoWx@mastadon.world	@HenricoWxGeek
@bretthoover@fediscience.org	@brett_hoover_wx
@lareinatormenta@universeodon.com	@lareinatormenta
@pat_wx@newsie.social	@pat_wx
@thijsheus@mastodon.world	@Large_Eddy
@calebwx@mstdn.social	@calebweather
@shauncurry@mastodon.social	@ShaunCurry
@sarahstierch@sfba.social	@sarah_stierch
@Scott_wx@universeodon.com	@sd79wx
@COweatherman@scicomm.xyz	@COweatherman
@ustornadoes@wxcloud.social	@ustornadoes
@weathermatrix@mastodon.world	@weathermatrix
@Beaudodson@mastodon.social	@Beaudodson
@jaymay2002@mstdn.science	@jaymay2002
@WeatherGoddess@journa.host	@Wx_Goddess
@cattaylor@newsie.social	@cattaylorwx
@picturethesouth@mstdn.social	@PictureTheSouth
Waiting to get approved!	@RachaelGass
@lightsnsound2u.mastodon.social	@lightsnsound2u
@Stormchaser007	@JacobStichter
@lunalight@meteo.social	@obsidianwing
@ingalls@pdx.social	@ingalls
@Cnimbus@mstdn.party	@Hville_Weather
@TwisterJim3@masto.ai	@TwisterJim3
@brewcitychaser@ohai.social	@BrewCityChaser
@grantpetty@c.im	@ProfGrantPetty
@davvi@masto	@Davvi_davina
@stefferology@mastodon.world	@stefferology
@al_meteo@meteo.social	@TheNimbus
@chrisalexander@thepit.social	@pazzo83
@mattlanza@mstdn.social	@Mattlanza
@JackRuddenWX@masto.ai 	@JackRuddenWX
@LexMAWeather@toot.community	@LexMAWeather
@Climatedynamics@mastodon.social	@climatedynamics
@Jreineron7@toot.community	@Jreineron7
@chadmbriggs@climatejustice.rocks	@chadmbriggs
@cturnbull@mastodon.social	@ClimateDude23
@JasonStiff@sfba.social	@JasonStiff
@derricksnyder@mastodon.world	@derrick_snyder
@austin@skew-t.com	@arcticskew
@davesnider@c.im 	@davesnider
@Taylopryorphotos@masto.ai	@Taylorpryor3 
@453Brax@mas.to	@BraxBanksOKWX
@GoAskAScientist@scicomm.xyz	@GoAskAScientist
@sgtgary@mindly.social	@Sgtgary
@babetoduarte@mastodon.social	@babetoduarte
@NCWeatherhound@mastodon.social	@NCWeatherhound
@WX_JPTracey@mastodon.world	@WX_JPTracey
@danrothenberg@fosstodon.org	@danrothenberg
@hollyisloud@mastodon.world	@hollyisloud
@mandolinsara@noc.social	@mandolinsara
@aviation_wx@mastodon.ca	@aviation_wx
ntxwxsnr	@ntxwxsnr
@notequal@mastodon.social	@notequal2
@kevmcgrath@mastodon.online	@kevinmmcgrath
@Raychelsnr@climatejustice.social	@RaychelSnr
@amosm@wxcloud.social	@amosmagliocco
@bryanruby@fosstodon.org	@brubyusa
@RyWX6@mastodon.world	@RyWX6
@stormdig@wx.social	@stormdig
@mrydzik@techhub.social	@coasterbgw
@weather5280@mstdn.social	@weather5280
@squatchnado@mastodon.lol	@Squatchnado
@chriskridler@universeodon.com	@chriskridler
@Wxguy95@home.social	@Wxguy95
@rcpmwx@ohai.social	@rcpmwx
@nywxguy@fosstodon.org	@nywxguy
@nicknoltewx@wx.social	@nicknoltewx
@DrSAHenderson@mastodon.world	@DrSAHenderson
@profamymcgovern@mstdn.social	@profamymcgovern
@iebert@mastodon.world	@iebert
@GamecockColonel@shakedown.social	@GamecockColonel
@hebrooks87@mastodon.world	@hebrooks87
@justinfocus12@techhub.social	@justinfocus12
@davelrj@mstdn.science	@Da_VelJ
@gpcureton@mstdn.social	@Geoff_Cureton
@draaronhill@mastodon.world	@DrAaronHill
@TSRAven22@mastodon.world	@TSRAven22
@jesper@tech.lgbt	@jesperdramsch
@thmstein@mastodon.social	@thmstein
@BillyBowling@awscommunity.social	@babowling12
@RustyMehlberg@newsie.social	@RustyMehlberg
@mmcclellanwx@mastodon.world	mmcclellanwx
@cjmoose@mastodon.social	@cjmoose
@lightsnsound2u@mastodon.social	@lightsnsound2u
@YVRwxWatcher@mastodon.social	@RyanVoutilainen
@esmichelson@mas.to	@esmichelson
Indyweather24	Indyweather24
@natw	 Nattybynature 
@AgitatedCu@wx.social	@Palinstrophy
@cameronlamp@newsie.social	@cameron_lamp
@jhuntington@discuss.systems	@jhuntington
@Cristophersenwx@newsie.social	@CristCacewx
@laureen@m.ai6yr.org	@laureenfagan
@JamesLaDue@wx.social	@JLaDue
@eviatarbach@fediscience.org	@eviatarbach
@Climatologist49@fediscience.org	@Climatologist49
@wxdam@mastodon.coffee	@wxdam
@magichour@techhub.social	@GolferChris68
@worcestercountyweather	@skarsok
@adamskinner@mstdn.ca	@AdamSkinnerWX
@DopplerJess@mastodon.lol	@JessicaMooreWx
@lcgthree@mstdn.social	@upstateNYwxguy
@stevegregg@scicomm.xyz	@stevegregg
@vortox@wx.social	@oxleyio
@rvaweather@mastodon.social	@rvaweatherwatch
@ifred@mastodon.social	ifred
@wxtiffanyr@wx.social	@wxtiffanyr
@markellinwood@mastodon.social	@markellinwood
ramseyer@mastodon.social	craigramseyer
@brendonme@wx.social	@brendonme
@bobbystilwelltv@federated.press	@bobbystilwelltv
@wxbdm@vmst.io	@WxBDM
https://wx.social/@livestormchasers	@livestormchaser
@srhelicity@mastodon.world	@srhelicity
WxLiz@wx.social	@wxliz
https://mastodon.social/@rear_flank	@WxmanPete or @Plana_Journ
@AliciaMBentley@vmst.io	@AliciaMBentley
@RachaelGass@disabled.social AND @RachaelGass@projectmushroom.social	@RachaelGass
@McBeeWX@wx.social	@McBeeWX
@pondertart@wx.social	@pondertart
@EWolffWX@mastodon.world	@EWolffWX
@wxbecks@mastodon.world	@wxbecks
@wx4stg@mstdn.social	@samgardner_4
@OntarioWedges@wx.social	@OntarioWedges
Matt_Wyo@wx.social	Matt_Wyo
@hogear@wx.social	@hogear
@dopplerchase@wx.social	@dopplerchase
@jtessler@masto.ai	@jztessler / @terpweather
@AntonFalcoWx@mstdn.ca	@AntonFalcoWx
@addisonalford@mstdn.science	@addisonalford
@kc5knd@wx.social	@kc5knd
rollingskyphotography@wx.social	@rollingskyphoto
@wxmann@wx.social	@wxmann
@kiahna@wx.social	KiahnaMollette
wxryanrogers@wx.social	@wxryanrogers
@frontierviews@wx.social	@frontierviews
@JaredPBostic@mastodon.social	@JaredPBostic
@JcornerWx@masto.nu	@JcornerWx
@adamonzon	@adamonzon
@nicbudd@wx.social	@Nicbudd77
ssagrestanowx@wx.social	ssagrestanowx
@bdmphoto@eloi.social	@bdmphoto
@xWxClub@mastodon.social	@xWxClub
@wxbrain@wx.social	@wxbrain
@zoom_earth@mapstodon.space	@zoom_earth
@willcurtis@nxtgen.social	@willcurtis
@laurapaccini@mas.to	@laurapaccini
@MilenaKLey@sciences.social	@MilenaKLey
@leonido@chaos.social	@leonidobusch
@heimstaedt@chaos.social	@heimstaedt
@cbrandtner@mastodon.social	@c_brandtner
@didevaneck@mas.to	EckDide
@ren8te@expressional.social	ren8te
@loradob@chaos.social	@loradob
@gdelmestri@climatejustice.social	@gdelmestri
@phensel@fediscience.org	@phensel
@MaximVoronov@sciences.social	DrMaximVoronov
@guemuesay@sciences.social	@Guemuesay
@lorenzoskade@sciences.social	@LorenzoSkade
@oana_albu@mastodon.social	@o_albu
@camahringer@masto.ai	@camahringer
@spalan@nerdculture.de	@spalan
@nicophile@fediscience.org	@nicophile
@markus_helfen@det.social	@helfen_markus
@monicanadegger@sciences.social	@moni_nadegger
@robertvanderhave@sciences.social	@R_vanderHave1
le_elisa@sciences.social 	@elisalehrer
@ronaldhartz@mastodon.world	@ronald_hartz
@smaric@sciences.social	@SaraMaric20
@marilynpoon@mastodon.world	@marilyn_poon
lukasneville@mastodon.social	lukasneville
@strategizers@sciences.social	@strategizers
@PlantTeaching@genomic.social	@PlantTeaching
@nawrocki@scholar.social	@wjnawrocki
@Stefafra@mstdn.social	@stefafra
@badbirch@ecoevo.social	@badbirchbotanic
@devang_m@mastodon.social	@drdevangm
@MikeBarker@ecoevo.social	@BarkerLab
@SutherlandBL@ecoevo.social	@SutherlandBL
@c_caseys@genonic.social	@c_caseys
@yokoyama_ryo@mstdn.jp	@yokoyama_ryo
@SusannAuer@mastodon.green	@SusannAuer
@cenococcum@mstdn.science	cenococcum
spklein@genomics.social	@spklein2
@shysol4u	@shysol4u
@milanzupunski@fosstodon.org	@milanzupunski
@Thepallavisingh@genomic.social	@Thepallavisingh
@mmjulkowska@genomic.social	@mmjulkowska
@candela_lab@mastodon.world	@candela_lab
@ginapham@genomic.social	@GinaPham
@vegan_asher@genomic.social 	@AsherPasha
@mdickmanns@mstdn.science	@mdickmanns1
@jamespblloyd@genomic.social	@jamespblloyd
@A_J_Millar@fediscience.org	@A_J_Millar
@pinene@genomic.social	@pinene
@OliverBerkowitz@genomic.social	@OliverBerkowitz
@RedkarAmey@ecoevo.social	@RedkarAmey
@CarlosVidal@genomic.social	@CarolusVitalis
@GoesByJuniper@mastodon.au	@goesbyjuniper
@janac@mastodon.social	@jvamosi
@MayuriSadoine@mstdn.social	@MayuriSadoine
@JianZENG@genomic.social	@Jian_Zeng90
@BotanicalJim@mastodon.online	@BotanicalJim
@stephanwagner@mastodon.social 	@DrStephanWagner
@matildabrown@ecoevo.social	Matildajmbrown
@kay@mstdn.science	PlantDevTUM
@cgoakley@ecoevo.social	@quercus62
@ewelchen@mastodon.social	@ewelchen
@simonrdg@social.cologne	@simonrdg
@andrewlhipp@ecoevo.social	@andrewlhipp
cstelaureau@sciencemastodon.com	@Const_Laureau
@Hcomosa@ecoevo.social	@Hcomosa
@Colleen_Iversen@mstdn.social 	@Colleen_Iversen
@inspirace@genomics.social	@inspirace
chalmandrierl@ecoevo.soci	chalmandriel
@IrinaFiebig@genomic.social	@calic_irina
@dr_norb@fediscience.org	@dr_norb
@maxmallencooper@ecoevo.social	maxmallencooper
@shyamphartyal@ecoevo.social	@shyamphartyal
@LTsypin@fediscience.org	@LMT_Spoon
@prisci_muriel@ecoevo.social	@prisci_muriel
@ErikDee@Fediscience.org	@ErikDee3
@M_Gatta@ecoevo.social	@M_Gatta
@jgpausas@fediscience.org	@jgpausas
@ml@ecoevo.social	@may_gun
@JulianPalaeoArt	@JulianPalaeoART
@rodrigoreis@qoto.org	@Rodrigo_S_Reis
@TimCurran@mastodon.nz	@TimCurran8
@MarshScapes@flipping.rocks	@AnkeMarsh
@nemopeeters@fediscience.org	@nemopeeters
@jvenegasmolina@genomic.social	@jvenegasmolina
@jrossibarra@ecoevo.social	@jrossibarra
@sonaliroy@mastodon.online	@sonaliroy_
@pyroecophys@universeodon.com	@pyroecophys
waqasyousaf@mastodon.world	Waqasgoraya100
@isabelmyp@nerdculture.de	@isabelmyp
@BeardyMcJohnFace@genomic.social	@BeardyMcFace
@PPL@genomic.social	@PPLplantarum
@PaulKardol@ecoevo.social	@PaulKardol
mbrmark@mastodon.world 	@MBRMark
a.y.tantray@gmail.com	@aadil_tantray1
@pilarcubas@mstdn.science	@pilarcubas
@annevaten@qoto.org	@AnneVaten
@tair@genomic.social	@tair_news
@APSbacteriology@mstdn.science	@APSbacteriology
@thebotanist@mastodon.sdf.org	@botanyRNG
@KevinGarcia@mstdn.science	@Garcia__Kevin
@meiosiva@qoto.org	@meiosiva
@DigAnthony@ecoevo.social	DigAnthony
@CharlieMDQ@genomic.social	@CharlieGMmdq
@samwalds@mastodon.social	@samwalds
@ClauseLeni@genomic.social	@ClauseLeni
@guillaume@scholar.social	guillaumelobet
@casadebaig@ecoevo.social	@pircasa
@KatharinaMel1@ecoevo.social	@KatharinaMel1
@srsinger@mastodon.world	@srsinger
@BleinThomas@fediscience.org	@BleinThomas
@smwadgymar@ecoevo.social	smwadgymar
@tomkimmerer@mastodon.social	@tomkimmerer
@JustinCLuong@ecoevo.social	JustinCLuong
@noraceae@ecoevo.social	@noraceae
@apmweber@mas.to	@apmweber
@EtienneBucher@genomic.social	@methylcytosine
@DrSThompson@Toot.wales	@Dr_S_Thompson
@tferebee@genomic.social	Ferebee2PhD
@jaymoore@genomic.social	jonathan1moore
@katiefield4@mastodonapp.uk	@katiefield4
@yinhong_cao@genomic.social	@caoyinhong
@JenniferRegala@mastadon.world	@JenniferARegala
@tamara_hverdeja@mastodon.social	@tamara_hverdeja
@ronaldpierik@mstdn.social	@ronaldpierik
@Valentin@mstdn.science	@ValentinCouvre1
@alecaborsuk@evoeco.social 	@aleca.borsuk
@ankehildebrandt@social.anoxinon.de	ankehildebrand1
@bakhshiganje@instance.name	mesam_bakhshi
@AdrianaGaribayH@ecoevo.social	@AdrianaGaribayH
@martino_ecoveg@ecoevo.social	@martino_adamo
@jennifermach@scholar.social	@JenniferMach2
@JIPB@mstdn.science	@JIPBio
@PlantSuccess@mastodon.au	@CoEPlantSuccess
@Alex_Kiryushkin@genomic.social	https://twitter.com/Alex_Kiryushkin
@crasmussen@mastodon.social	@carolynplants
@Koalaspirit@mastodon.online	@koalaspirit
@Koalaspirit@mastodon.online	@koalaspirit
@JustinWalley@genomic.social	@JustinWWalley
@tran_scription@genomic.social	@tran_scription
kaisakajala@genomic.social	kaisakajala
@kenichitsuda@mstdn.science	@Billion_of_Gods; @KenichiTsuda4
@Isabel_MonteG@ecoevo.social	@Isabel_MonteG
@ehaswell@mstdn.social	@ehaswell
@psaima@genomic.social	@psaima
@alanhschulman@genomic.social	@alanhschulman
@Heslopharrison@scicomm.xyz	@pathh1
@josepgesti@mastodont.cat	@josepgesti
@insilicoPlants@botany.social	@insilicoplants
@globalplantGPC@mastodon.social 	@globalplantGPC
@radinbio@mstdn.science	@radinbio
@theapplefarmer@mastodon.ie	@theapplefarmer
@susieoftraken@mastodon.social	@susieoftraken
https://aus.social/@AnujaCabraal	https://twitter.com/AnujaCabraal
https://mastodon.nz/@Tracy/109300629387093115	@TracyMorison
@annettamallon@aus.social	AnnettaMallon
@vicki@mastodon.green	@WorkingVicki, @ vicki_s
@marcscully@mastodon.ie	marcdonnchadh
@asaxena87@mas.to	@asaxena87
@anniepettit@mas.to	LoveStats
@ChristinaSilver@sciences.social	@Christina_QDAS
@DrHannahGraham@mastodon.scot	@DrHannahGraham
@tracyepton@mastodon.green	@tracyepton
@DrRosaleenOBrien@mas.to	@rosobs
@Chijindu@aus.social 	@nwekechijindu
@tarasovich@toot.community	@TarasovichM
@LizEllisPhD@mastodon.social	@lizellisphd
@qualbot@mastodon.world	Qualbot 
@lucymichael@mastodon.ie	@drlucymichael
@drdanielturner@mas.to	@drdanielturner
@Fran_Allen@mastodonapp.uk	@Fran_allen1
@betaburns@mastodon.ie	@emmaqburns and @betaburns
@hagsie@aus.social	@hagsie
teq@activism.openworlds.info 	tariq.eden 
@knittyphd@mastodon.scot	@knittyphd
@ShonaS@mastodonapp.uk	@ShonaCS_
@lalexander@mastodon.world	@lukeealexander
@dadadan@hci.social	@htenenbaum
@ipanalysis@toot.community	ipanalysis 
@purplepadma@mas.to	@CharlRWalker
@CarolineLenette@aus.social	@CarolineLenette
basirat_rshuaib@mastodonapp.uk	basirat_rshuaib
merelvg@fediscience.org	merelvg
@TVuckovicJuros@fediscience.org	@TVuckovicJuros
Leilaainge@mastodon.social	@leilaainge
@matherion@mastodon.nl 	matherion
@bart@akademieNL.social 	@b_penders
@cnsyoung@fediscience.org	Crystalnsyoung
@Soc_Jillian@mastodon.social	@SocJillian 
@matthewclair@mastodon.social	@mathuclair
@elsand@mastodon.social	@elsand
@KAFuller@mastodon.online	@KAFuller_
@rebeccanatow@mastodon.social	@rebeccanatow
@teanielmarie@aus.social	@teanielmarie
@BlairWilliams26@aus.social	@BlairWilliams26
@EricaMcIntyre@aus.social	@EricaMcIntyre
@scotinoz@aus.social	@scotinoz
@AlejandraPickett@mas.to	@alexpickett
@natalalleycat@law.builders	@natalalleycat
ValerieFrankel@wandering.shop	@valeriefrankel
@carolinerpitt@hci.social	@carolinerpitt
@TinaJung@mastodon.lol 	Tina__jung
@katestew@mastodon.online	katestew
@rmforsyth@mastodon.social	rmforsyth
@MKarhulahti@mstdn.social	@MKarhulahti
@jwyg@post.lurk.org	@jwyg
@sbasu@mastodon.online	@sbasu_in
@annayahprosser@mstdn.social	@annayahprosser
@mattiasdebacker@mstdn.social	@mattiasdebacker
@hagman@scholar.social	@hagman
@hilarycbus@mstdn.social	@hilarycbus
NPV@scholar.social	NadavPV
@sanarizvi@mastodon.social	@DrSana_Rizvee
@stefanlaser@social.tchncs.de	stefan_laser_
@conflictgeo@mastodon.social	@ConflictGeo
Louise_Adele@h4.io	Louise_Adele
@MISS_HVA@mas.to	@Miss_HVA
@Louise_Adele@h4.io	@Louise_Adele
@carwyn@fediscience.org	@carwyn
@gkountourides@fediscience.org	@gkountourides
@erzsebel@mastodon.ie	@motherworldlyuk
https://mastodon.world/web/@drkaraayers	@DrKaraAyers
@saharmirhadi@hci.social 	@saharmirhadi 
@dankotliar@mastodon.social 	@dankotliar
@SteffenEckhard@c.im	@seckhard
@K_J_Burnell@mas.to	@K_J_Burnell
@deglassco@mastodon.social 	@deglassco
@CrimDario@sciences.social	@CrimDario
@Danielle_Roe@mastodon.world	@DJROE95
breana@mstdn.social	@breana
@inwildlight@mastodon.social	@inwildlight
@xinhan@mas.to	@bingo_xin
@zoeisutton@sciences.social	@zoei_sutton
@itsrainingjen@mastodon.scot	@its_raining_jen
@emilyjanegodwin@mas.to	@emilyjanegodwin
@sharonsmith@mastodon.online	@Sharon_L_Smith
@EScetera@mastodon.online	@EScetera
@benjaminle@mastodon.social	@benjaminle
@lisagiven@mastodon.social	@lisagiven
@stu@mastodon.ie	@stuartwshulman
@Jason_Power@mastodon.social	@power_ul
@michael@hci.social	@michael_muller
@miaharrison@aus.social	@manxomemia
@HansenMagnusson@sciences.social	@HansenMagnusson
@steamworkgroup@glammr.us	@steamworkgroup
@michael@hci.social	@michael_muller
@cmhenry_@mas.to	cmhenry_
@bridgetbarrett@sciences.social	@bridgetobarrett
HannahWilkinson@mstdn.social	@DrHWilkinson 
bdmabrams@mastodon.social	@bdmabrams
@ruth.manstetten@sciences.social 	@ruthmanstetten 
@anniepettit@mas.to	Lovestats
@RebeccaEE@universeodon.com	@rebeccaee
@DrFarles@fediscience.org	@DrFarles
@DaniellaWatson@home.social	@DaniellaWatson_
LarsJohannessen@sciences.social	LarsJohannessen
@DrJoyZhang@sciences.social	@DrJoyZhang
@Jakobschwoerer@det.social	@SchworerJakob
@DrBenkwitz@mastodon.world	@DrBenkwitz
@davidrypel@sciences.social	@rypeld
@syrinxoverpan@sciences.social	@Shanicebernicky(she/her)
@ejdoli@sciences.re	@oliejd
@laurafo@sciences.social	@laurafo
@justcodeculture@mastodon.social	https://mastodon.social/@JustCodeCulture
https://mas.to/@AlejandraPickett	@alexpickett
@tracynicholrose@mastodon.online	@tracynicholrose
@ItzelEguiluz@mas.to	@ItzelEguiluz
@dlucksted@sciences.social	@daniellelucks
 @emgerson@mstdn.social 	EM_Gerson
@amv@religion.masto.host	@ProfAMV
@jasongoroncy@scholar.social	@jasongoroncy
@naomilawsonjacobs@scholar.social 	@naomi_jacobs
@ChrisSmithMuso@mastodon.social	@ChrisSmithMuso
@ymiller419@scholar.social	@ymiller419
@douggay@mastodon.scot	@douggay
@thomasrenkert@scholar.social	@Thomas_renkert
@vhobbs@activism.openworlds.info	@vhobbs5
@davidbunce@mastodon.social	@davidbunce
@robertoche@robot.rodeo	@iRobyn
@teinturs@mstdn.io	https://twitter.com/teinturs
@dgrobertson@mastodon.social	@d_g_robertson
@Nette@c18.masto.host	@MdmeNette
@felwert@mstdn.social	@felwert
@jolyonbt@mastodon.social	@jolyonbt
@isletheologian@glammr.us	@isletheologian
@prainbow@climatejustice.social	@PaulieRainbow
@obu@digipres.club	@buddhistuni
@kidwellj@scholar.social	@kidwellj
@DWitte@mastodon.social	Daniel Witte
@bittersweet@mstdn.social	@beamarovich
@drmjcwarren@mstdn.social	@drmjcwarren
@duderonomy@scholar.social	@m_j_suriano
@conradhackett@sciences.social	@conradhackett
@praxishabitus@mstdn.social	@pracishabitus
@jharris@mastodon.scot	@JenniferAHarri2
@Tmm@toot.community	@tmmoser
@nheller@zirk.us	@nheller
@pmphillips@amastodon.uk 	@pmphillips
@Anarchy_How@mastodon.green	@Anarchy_How
@oozenet@mastodon.social	Thaiis Thei
@TrippHudgins@sfba.social	@TrippHudgins
@dfaria@masto.pt	@domingosfaria
@lubin@zirk.us	@TimothyLubin
@ProfFrancesca@mas.to	@ProfFrancesca
@geoffclaussen@religion.masto.host	@geoffclaussen
@EstherBrownsmith@religion.masto.host	@estherbrownie
@eleutheros@mastodon.social	@matthewafrost
@tiennusmarcus@piaille.fr	@tiennusmarcus
@patrickscheng@mas.to	@patrickscheng
@bodhidave@mstdn.social	@bodhidave3
@Tumnusethic@mastodon.ie	@TumnusEthic
@jesseabe@dice.camp	@jesseabe
@paulmhedges@mastodonapp.uk	@paulmhedges 
@mexiqueancien@mastodon.top	@mexiqueancien
@ValerieFrankel@wandering.shop	@valeriefrankel
@henrykuo@mastodon.world	@henryskuo
@robertjmyles@hcommons.social	@robertjmyles
@ctschroeder@hcommons.social	@ctschroeder
@craftykraken@tech.lgbt	@craftykraken
@profjenthompson@mstdn.social	@profjenthompson
@danielmrose@masthead.social	@danielmrose
@thomasdcarroll@mastodon.social	@thomasdcarroll
@c_stroebele@mastodon.social	@c_stroebele
@marion_grau@climatejustice.social	@grammary6
@BVLSingler@mastodon.social	@BVLSingler
@mvpastphil@techhub.social	@AlcockPhilip
@smilingheretic@mas.to	@smilingheretic
@jksmith@mastodon.world	@Joshuak_Smith 
@kweh@zirk.us	@kweh
@ericdaryl@mas.to	@ericdaryl
@jennycaplan@religion.masto.host	@jennycaplan
@soliver@mas.to	@Missionlatte
@EdwardAndrews@mastodon.scot	@EdwardAndrews5
@markgodin@religion.masto.host	@Haldbeg
@ahynes1@mastodon.cloud	@ahynes1
@mazg76@mindly.social	@mazg76
@giuliaevolvi@toot.community	@giuliaevolvi 
@paulftremlett@mastodon.social	@paulftremlett
@JGittinger@mastodon.social	@JLGittinger
@jradin@mas.to	@jrad_
@peterwebster@mastodon.social	@britevanet , @pj_webster
@thomcrowe@mastodon.social	@thomcrowe
@evepoole@zirk.us	@evepoole
@MikeMW@religion.mast.host	@ain_ani9
@drnelk@mastodon.social	@drnelk
@AledJLlThomas@religion.masto.host	@AledJLlThomas
@schlittenhardtm@mastodon.social	@schlittenhardtm
@CaesarEkya@fediscience.org	@CaesarEkya
@GianStudy@mastodon.lol	@GianJewishStudy
@fmadore@hcommons.social	@fmadore
@benyehudapress@kibitz.cloud	@benyehudapress
@bogiperson@wandering.shop	@bogiperson
@RebeccaShapiro@c18.masto.host	I was there as @RebeccaJShapiro
@gloqur@religion.masto.host	@jabunna, @GloQur
@ChristineMitchell@hcommons.social	@CMitchellSask
@Jmbranum@todon.eu	kg5jst
